wo_plano_drive_1;wo_plano_drive_2;wo_plano_mean
-0,081;0;-0,0405
-0,157;-0,189;-0,173
-0,38;-0,173;-0,2765
-0,371;0;-0,1855
-0,308;-0,009;-0,1585
-0,31;-0,387;-0,3485
-0,013;-0,338;-0,1755
-0,132;-0,144;-0,138
0;-0,211;-0,1055
0;-0,431;-0,2155
-0,272;-0,246;-0,259
-0,387;-0,245;-0,316
-0,452;-0,393;-0,4225
-0,443;-0,373;-0,408
-0,48;-0,229;-0,3545
-0,394;-0,276;-0,335
-0,401;-0,004;-0,2025
-0,594;-0,133;-0,3635
-0,448;-0,098;-0,273
-0,532;-0,105;-0,3185
-0,345;-0,1;-0,2225
-0,216;-0,276;-0,246
-0,224;-0,293;-0,2585
-0,387;-0,692;-0,5395
-0,413;-0,703;-0,558
-0,152;-0,74;-0,446
-0,312;-0,727;-0,5195
-0,204;-0,813;-0,5085
-0,528;-0,411;-0,4695
-0,212;-0,159;-0,1855
-0,212;-0,324;-0,268
-0,203;-0,433;-0,318
-0,241;0;-0,1205
0;-0,01;-0,005
-0,456;-0,201;-0,3285
-0,236;-0,055;-0,1455
-0,026;-0,311;-0,1685
-0,252;-1,049;-0,6505
-0,626;-0,8;-0,713
-0,666;-1,067;-0,8665
-0,672;-1,345;-1,0085
-0,952;-1,446;-1,199
-0,859;-1,082;-0,9705
-0,947;-1,056;-1,0015
-0,815;-1,488;-1,1515
-1,143;-1,852;-1,4975
-1,228;-1,722;-1,475
-1,382;-1,436;-1,409
-1,245;-0,983;-1,114
-0,909;-0,601;-0,755
-0,903;-0,92;-0,9115
-1,01;-0,928;-0,969
-1,044;-1,175;-1,1095
-1,28;-1,104;-1,192
-1,001;-0,991;-0,996
-1,008;-1,066;-1,037
-1,168;-0,891;-1,0295
-1,189;-1,162;-1,1755
-1,331;-1,081;-1,206
-1,216;-0,371;-0,7935
-0,297;0;-0,1485
0;-0,255;-0,1275
-0,16;-0,267;-0,2135
-0,278;-0,504;-0,391
0;-0,359;-0,1795
-0,088;-0,245;-0,1665
-0,085;-0,137;-0,111
-0,222;-0,006;-0,114
-0,461;0;-0,2305
-0,233;-0,075;-0,154
-0,358;-0,101;-0,2295
-0,499;-0,034;-0,2665
-0,214;-0,493;-0,3535
-0,292;-0,132;-0,212
-0,261;-0,13;-0,1955
-0,118;-0,307;-0,2125
-0,201;-0,18;-0,1905
0;-0,118;-0,059
-0,258;-0,3;-0,279
-0,238;-0,15;-0,194
-0,347;-0,32;-0,3335
-0,336;-0,216;-0,276
-0,475;-0,628;-0,5515
-0,7;-0,625;-0,6625
-1,039;-0,53;-0,7845
-0,821;-0,298;-0,5595
-1,007;-0,355;-0,681
-0,668;-0,088;-0,378
-0,24;-0,149;-0,1945
-0,508;-0,08;-0,294
-0,497;-0,312;-0,4045
-0,605;-0,486;-0,5455
-0,715;-0,601;-0,658
-0,705;-0,525;-0,615
-0,836;-0,752;-0,794
-0,893;-0,73;-0,8115
-0,825;-0,549;-0,687
-0,585;-0,163;-0,374
-0,062;-0,271;-0,1665
-0,272;-0,375;-0,3235
-0,295;-0,398;-0,3465
-0,448;-0,546;-0,497
-0,516;-0,523;-0,5195
-0,628;-0,499;-0,5635
-0,554;-0,42;-0,487
-0,745;-0,684;-0,7145
-0,486;-0,807;-0,6465
-0,552;-0,843;-0,6975
-0,542;-0,725;-0,6335
-0,56;-0,899;-0,7295
-0,331;-0,644;-0,4875
-0,388;-0,599;-0,4935
-0,537;-0,226;-0,3815
-0,361;-0,301;-0,331
-0,678;-0,432;-0,555
-0,553;-0,557;-0,555
-0,914;-0,625;-0,7695
-0,565;-0,567;-0,566
-0,74;-0,16;-0,45
-0,649;-0,3;-0,4745
-0,548;-0,202;-0,375
-0,334;-0,047;-0,1905
-0,228;0;-0,114
0;-0,082;-0,041
-0,054;-0,256;-0,155
-0,43;-0,341;-0,3855
-0,421;-0,758;-0,5895
-0,404;-0,809;-0,6065
-0,766;-0,853;-0,8095
-0,588;-0,637;-0,6125
-0,372;-0,541;-0,4565
-0,58;-0,418;-0,499
-0,459;-0,363;-0,411
-0,627;-0,469;-0,548
-0,538;-0,667;-0,6025
-0,625;-0,61;-0,6175
-0,582;-0,608;-0,595
-0,614;-0,687;-0,6505
-0,5;-0,671;-0,5855
-0,473;-0,585;-0,529
-0,242;-0,86;-0,551
-0,401;-0,919;-0,66
-0,414;-0,716;-0,565
-0,272;-0,401;-0,3365
-0,189;-0,371;-0,28
-0,159;-0,686;-0,4225
-0,182;-0,455;-0,3185
-0,218;-0,499;-0,3585
0;-0,097;-0,0485
-0,067;-0,199;-0,133
0;-0,09;-0,045
-0,39;-0,206;-0,298
-0,339;-0,358;-0,3485
-0,252;-0,27;-0,261
-0,21;-0,17;-0,19
-0,315;-0,09;-0,2025
0;-0,056;-0,028
-0,473;0;-0,2365
-0,539;-0,052;-0,2955
-0,331;-0,003;-0,167
-0,186;-0,264;-0,225
-0,377;-0,04;-0,2085
-0,218;-0,097;-0,1575
-0,269;-0,309;-0,289
0;-0,538;-0,269
-0,121;-0,944;-0,5325
-0,619;-1,065;-0,842
-0,713;-1,383;-1,048
-0,913;-1,216;-1,0645
-1,169;-1,547;-1,358
-1,755;-1,685;-1,72
-1,81;-2,222;-2,016
-2,311;-1,977;-2,144
-2,555;-2,431;-2,493
-2,43;-2,679;-2,5545
-2,522;-2,929;-2,7255
-2,722;-2,936;-2,829
-2,677;-2,769;-2,723
-2,602;-2,487;-2,5445
-2,754;-2,528;-2,641
-2,68;-2,368;-2,524
-2,422;-2,249;-2,3355
-2,243;-1,941;-2,092
-2,292;-1,969;-2,1305
-2,354;-1,847;-2,1005
-2,124;-1,546;-1,835
-1,667;-1,426;-1,5465
-1,71;-1,174;-1,442
-1,415;-1,232;-1,3235
-1,126;-1,15;-1,138
-0,705;-0,914;-0,8095
-0,248;-0,379;-0,3135
-0,056;-0,178;-0,117
0;0;0
-0,518;-0,652;-0,585
-0,906;-0,541;-0,7235
-0,44;-0,288;-0,364
-0,401;-0,268;-0,3345
-0,336;-0,621;-0,4785
-0,855;-0,906;-0,8805
-0,848;-0,677;-0,7625
-0,947;-0,879;-0,913
-0,919;-0,691;-0,805
-0,882;-0,645;-0,7635
-1,17;-0,72;-0,945
-0,884;-0,569;-0,7265
-1,073;-0,982;-1,0275
-1,279;-1,183;-1,231
-1,376;-1,353;-1,3645
-1,25;-1,19;-1,22
-1,419;-1,392;-1,4055
-1,554;-1,521;-1,5375
-1,566;-1,61;-1,588
-1,431;-1,593;-1,512
-1,103;-1,426;-1,2645
-1,063;-1,213;-1,138
-1,398;-1,333;-1,3655
-1,346;-1,245;-1,2955
-1,278;-0,968;-1,123
-0,737;-0,498;-0,6175
-0,605;-0,693;-0,649
-0,618;-0,648;-0,633
-0,868;-0,555;-0,7115
-0,45;-0,28;-0,365
0;-0,151;-0,0755
-0,014;-0,162;-0,088
-0,03;-0,19;-0,11
-0,038;0;-0,019
-0,02;-0,192;-0,106
0;-0,276;-0,138
-0,073;0;-0,0365
-0,102;-0,074;-0,088
0;-0,028;-0,014
-0,039;-0,167;-0,103
0;-0,06;-0,03
-0,124;-0,259;-0,1915
-0,441;-0,518;-0,4795
-0,701;-0,717;-0,709
-0,843;-0,818;-0,8305
-0,723;-0,832;-0,7775
-0,911;-0,892;-0,9015
-0,913;-0,958;-0,9355
-1,12;-1,231;-1,1755
-1,226;-1,024;-1,125
-1,121;-1,046;-1,0835
-1,162;-0,795;-0,9785
-1,106;-0,849;-0,9775
-1,187;-0,748;-0,9675
-0,944;-0,431;-0,6875
-1,005;-0,457;-0,731
-0,919;-0,402;-0,6605
-0,889;-0,316;-0,6025
-0,863;-0,274;-0,5685
-1,161;-0,465;-0,813
-1,386;-0,843;-1,1145
-1,59;-0,772;-1,181
-1,672;-1,061;-1,3665
-1,465;-1,1;-1,2825
-1,484;-1,013;-1,2485
-1,703;-1,268;-1,4855
-1,689;-1,4;-1,5445
-1,809;-1,461;-1,635
-1,82;-1,114;-1,467
-1,745;-1,112;-1,4285
-1,693;-1,638;-1,6655
-1,618;-1,908;-1,763
-1,471;-1,979;-1,725
-1,664;-2,214;-1,939
-1,854;-2,083;-1,9685
-1,772;-2,066;-1,919
-1,763;-2,18;-1,9715
-1,771;-2,339;-2,055
-1,868;-2,624;-2,246
-1,876;-2,74;-2,308
-2,189;-2,497;-2,343
-2,007;-2,861;-2,434
-2,141;-2,777;-2,459
-2,384;-2,968;-2,676
-2,304;-3,067;-2,6855
-2,236;-2,81;-2,523
-2,02;-2,661;-2,3405
-1,904;-2,494;-2,199
-1,877;-2,64;-2,2585
-1,816;-2,534;-2,175
-1,718;-1,928;-1,823
-1,77;-1,62;-1,695
-1,632;-1,563;-1,5975
-1,334;-1,493;-1,4135
-1,498;-1,523;-1,5105
-1,509;-1,492;-1,5005
-1,24;-1,396;-1,318
-1,494;-1,252;-1,373
-1,313;-1,176;-1,2445
-1,176;-1,113;-1,1445
-0,87;-1,079;-0,9745
-0,781;-0,896;-0,8385
-0,454;-0,315;-0,3845
-0,1;-0,141;-0,1205
0;0;0
0;-0,072;-0,036
-0,392;-0,495;-0,4435
-0,611;-0,149;-0,38
-0,597;-0,035;-0,316
-0,725;-0,076;-0,4005
-0,439;-0,623;-0,531
-0,698;-0,83;-0,764
-0,759;-0,817;-0,788
-0,914;-1,03;-0,972
-0,941;-0,857;-0,899
-0,781;-1,296;-1,0385
-0,91;-1,35;-1,13
-0,801;-0,849;-0,825
-0,533;-0,664;-0,5985
-0,554;-0,359;-0,4565
-0,348;-0,229;-0,2885
-0,486;-0,477;-0,4815
-0,64;-0,616;-0,628
-0,396;-0,494;-0,445
-0,309;-0,762;-0,5355
-0,654;-0,794;-0,724
-0,299;-0,55;-0,4245
-0,027;-0,447;-0,237
-0,202;-0,463;-0,3325
-0,263;-0,477;-0,37
-0,047;-0,167;-0,107
0;-0,275;-0,1375
-0,138;-0,035;-0,0865
-0,407;-0,362;-0,3845
-0,647;-0,389;-0,518
-0,484;-0,639;-0,5615
-0,5;-0,748;-0,624
-0,289;-0,663;-0,476
-0,361;-0,542;-0,4515
-0,512;-0,432;-0,472
-0,533;-0,636;-0,5845
-0,466;-0,779;-0,6225
-0,347;-0,842;-0,5945
-0,525;-0,683;-0,604
-0,538;-0,811;-0,6745
-0,499;-0,947;-0,723
-0,808;-0,815;-0,8115
-0,715;-0,302;-0,5085
-0,388;-0,205;-0,2965
-0,444;-0,525;-0,4845
-0,669;-0,623;-0,646
-0,733;-0,696;-0,7145
-0,704;-1,273;-0,9885
-0,457;-0,889;-0,673
-0,207;-0,745;-0,476
-0,361;-0,778;-0,5695
-0,204;-0,574;-0,389
-0,102;-0,454;-0,278
0;-0,279;-0,1395
0;-0,254;-0,127
-0,142;-0,019;-0,0805
-0,262;-0,328;-0,295
-0,547;-0,876;-0,7115
-0,471;-1,219;-0,845
-0,612;-0,875;-0,7435
-0,392;-0,766;-0,579
-0,162;-0,688;-0,425
-0,425;-1,07;-0,7475
-0,307;-1,083;-0,695
-0,541;-0,873;-0,707
0;-0,621;-0,3105
-0,293;-1,081;-0,687
-0,609;-1,245;-0,927
-1,039;-1,376;-1,2075
-1,041;-1,28;-1,1605
-0,753;-1,225;-0,989
-0,786;-0,94;-0,863
-0,231;-0,92;-0,5755
-0,169;-0,953;-0,561
-0,46;-1,371;-0,9155
-0,416;-1,109;-0,7625
-0,294;-0,746;-0,52
-0,362;-0,557;-0,4595
-0,441;-0,673;-0,557
-0,946;-0,954;-0,95
-0,927;-0,247;-0,587
-0,333;0;-0,1665
-0,388;-0,267;-0,3275
-1,021;-0,656;-0,8385
-1,151;-1,199;-1,175
-1,325;-1,573;-1,449
-1,232;-1,628;-1,43
-1,29;-1,277;-1,2835
-1,106;-0,738;-0,922
-1,076;-1,118;-1,097
-1,289;-1,923;-1,606
-1,644;-2,256;-1,95
-2,113;-2,371;-2,242
-2,143;-2,174;-2,1585
-2,177;-2,246;-2,2115
-2,102;-2,212;-2,157
-2,325;-2,348;-2,3365
-2,407;-2,224;-2,3155
-1,981;-2,162;-2,0715
-2,013;-2,238;-2,1255
-2,379;-2,258;-2,3185
-2,727;-2,729;-2,728
-3,446;-2,842;-3,144
-3,372;-3,099;-3,2355
-3,356;-2,842;-3,099
-3,259;-3,111;-3,185
-3,396;-3,3;-3,348
-3,702;-3,503;-3,6025
-3,892;-3,441;-3,6665
-3,806;-3,048;-3,427
-3,734;-2,554;-3,144
-3,595;-2,615;-3,105
-3,442;-2,52;-2,981
-3,402;-2,667;-3,0345
-3,402;-2,509;-2,9555
-3,505;-2,49;-2,9975
-3,354;-2,676;-3,015
-3,488;-2,936;-3,212
-3,772;-3,231;-3,5015
-3,737;-3,211;-3,474
-3,182;-2,72;-2,951
-2,753;-1,876;-2,3145
-1,957;-2;-1,9785
-2,018;-1,831;-1,9245
-1,98;-1,954;-1,967
-1,871;-1,438;-1,6545
-1,81;-1,475;-1,6425
-1,594;-1,474;-1,534
-1,459;-1,654;-1,5565
-1,391;-1,541;-1,466
-1,37;-1,638;-1,504
-1,166;-1,52;-1,343
-1,019;-1,557;-1,288
-1,159;-1,473;-1,316
-1,019;-1,513;-1,266
-0,996;-1,443;-1,2195
-0,966;-1,106;-1,036
-0,866;-1,338;-1,102
-1,398;-1,28;-1,339
-1,586;-1,038;-1,312
-1,615;-1,296;-1,4555
-1,403;-1,398;-1,4005
-1,385;-0,975;-1,18
-1,088;-0,722;-0,905
-1,054;-0,508;-0,781
-1,094;-0,678;-0,886
-0,891;-0,509;-0,7
-0,718;-0,376;-0,547
-0,852;-0,419;-0,6355
-0,814;-0,482;-0,648
-0,726;-0,379;-0,5525
-1,079;-0,405;-0,742
-1,207;-0,176;-0,6915
-0,507;-0,074;-0,2905
-0,638;-0,06;-0,349
-0,411;-0,052;-0,2315
-0,555;-0,18;-0,3675
-0,346;-0,35;-0,348
-0,176;-0,489;-0,3325
-0,046;-0,842;-0,444
-0,098;-0,928;-0,513
-0,157;-0,926;-0,5415
-0,116;-0,85;-0,483
-0,207;-0,531;-0,369
-0,403;-0,476;-0,4395
-0,414;-0,393;-0,4035
-0,429;-0,123;-0,276
-0,25;-0,491;-0,3705
-0,165;-0,363;-0,264
-0,268;-0,65;-0,459
-0,329;-0,684;-0,5065
-0,279;-0,602;-0,4405
-0,477;-0,549;-0,513
-0,4;-0,499;-0,4495
-0,576;-0,446;-0,511
-0,693;-0,609;-0,651
-0,721;-0,89;-0,8055
-0,816;-0,753;-0,7845
-0,832;-1,991;-1,4115
-0,883;-1,374;-1,1285
-0,75;-1,361;-1,0555
-0,7;-1,093;-0,8965
-0,957;-1,197;-1,077
-0,9;-0,99;-0,945
-0,982;-0,851;-0,9165
-0,685;-0,652;-0,6685
-0,539;-0,588;-0,5635
-0,623;-0,491;-0,557
-0,806;-0,574;-0,69
-0,76;-0,546;-0,653
-0,834;-0,79;-0,812
-1,005;-0,832;-0,9185
-0,848;-0,905;-0,8765
-0,843;-0,811;-0,827
-0,731;-0,782;-0,7565
-0,26;-0,284;-0,272
0;0;0
-0,131;-0,097;-0,114
-0,181;-0,135;-0,158
-0,109;-0,173;-0,141
0;-0,191;-0,0955
-0,051;-0,142;-0,0965
-0,302;-0,293;-0,2975
0;-0,04;-0,02
-0,139;0;-0,0695
-0,49;-0,09;-0,29
-0,461;-0,341;-0,401
-0,363;-0,305;-0,334
-0,211;-0,165;-0,188
-0,094;-0,255;-0,1745
-0,091;-0,111;-0,101
0;-0,204;-0,102
-0,167;-0,274;-0,2205
-0,334;-0,265;-0,2995
-0,088;-0,2;-0,144
-0,179;-0,261;-0,22
-0,254;-0,285;-0,2695
-0,05;-0,247;-0,1485
0;0;0
-0,033;-0,065;-0,049
-0,006;-0,08;-0,043
-0,225;-0,314;-0,2695
-0,539;-0,759;-0,649
-0,776;-0,727;-0,7515
-1,12;-0,688;-0,904
-0,804;-0,878;-0,841
-0,908;-0,83;-0,869
-0,448;-0,357;-0,4025
-0,021;0;-0,0105
0;-0,001;-0,0005
-0,194;-0,071;-0,1325
-0,204;-0,127;-0,1655
-0,411;-0,282;-0,3465
-0,413;-0,567;-0,49
-0,547;-0,737;-0,642
-0,628;-0,657;-0,6425
-0,724;-0,865;-0,7945
-0,893;-0,839;-0,866
-0,69;-0,742;-0,716
-0,592;-0,546;-0,569
-0,752;-0,412;-0,582
-1,085;-0,658;-0,8715
-0,976;-0,741;-0,8585
-0,929;-0,578;-0,7535
-0,844;-0,53;-0,687
-0,683;-0,687;-0,685
-0,924;-0,469;-0,6965
-0,675;-0,299;-0,487
-0,341;0;-0,1705
-0,427;-0,102;-0,2645
-0,332;-0,256;-0,294
-0,409;-0,37;-0,3895
-0,479;-0,319;-0,399
-0,312;-0,233;-0,2725
-0,273;-0,379;-0,326
-0,319;-0,425;-0,372
-0,512;-0,292;-0,402
-0,487;-0,204;-0,3455
-0,451;-0,576;-0,5135
-0,842;-0,523;-0,6825
-0,931;-0,437;-0,684
-0,637;-0,2;-0,4185
-0,597;-0,346;-0,4715
-0,676;-0,384;-0,53
-0,43;-0,432;-0,431
-0,38;-0,265;-0,3225
-0,014;-0,724;-0,369
-0,167;-0,591;-0,379
-0,302;-0,696;-0,499
-0,012;-0,461;-0,2365
-0,291;-0,434;-0,3625
-0,504;-0,347;-0,4255
-0,392;-0,053;-0,2225
-0,312;-0,078;-0,195
-0,398;-0,132;-0,265
-0,39;-0,421;-0,4055
-0,416;-0,668;-0,542
-0,398;-0,41;-0,404
-0,276;-0,38;-0,328
-0,1;-0,283;-0,1915
-0,184;-0,477;-0,3305
-0,09;-0,331;-0,2105
-0,074;-0,336;-0,205
-0,301;-0,168;-0,2345
-0,177;0;-0,0885
0;-0,145;-0,0725
-0,428;-0,478;-0,453
-0,7;-0,519;-0,6095
-0,571;-0,359;-0,465
-0,466;-0,366;-0,416
-0,233;-0,392;-0,3125
-0,161;-0,257;-0,209
-0,518;-0,45;-0,484
-0,316;-0,446;-0,381
-0,25;-0,377;-0,3135
-0,113;-0,496;-0,3045
-0,182;-0,282;-0,232
-0,116;-0,154;-0,135
-0,426;-0,218;-0,322
-0,773;-0,339;-0,556
-0,753;-0,723;-0,738
-0,974;-0,58;-0,777
-0,985;-0,685;-0,835
-1,126;-0,772;-0,949
-1,24;-0,897;-1,0685
-1,354;-1,203;-1,2785
-1,101;-1,228;-1,1645
-1,12;-0,774;-0,947
-1,439;-0,887;-1,163
-1,361;-0,7;-1,0305
-1,352;-0,57;-0,961
-1,272;-0,514;-0,893
-0,643;-0,247;-0,445
-0,229;-0,375;-0,302
-0,181;-0,143;-0,162
-0,331;-0,288;-0,3095
-0,207;-0,242;-0,2245
-0,34;-0,312;-0,326
-0,041;-0,277;-0,159
-0,022;-0,183;-0,1025
-0,235;-0,411;-0,323
-0,41;-0,705;-0,5575
-0,572;-0,368;-0,47
-0,159;-0,644;-0,4015
-0,005;-0,794;-0,3995
-0,443;-0,459;-0,451
0;-0,605;-0,3025
-0,374;-0,848;-0,611
-0,954;-1,525;-1,2395
-1,274;-1,496;-1,385
-1,341;-1,223;-1,282
-1,98;-1,025;-1,5025
-1,798;-1,064;-1,431
-1,585;-1,034;-1,3095
-1,515;-0,721;-1,118
-1,044;-0,798;-0,921
-1,039;-0,589;-0,814
-0,925;-0,287;-0,606
-0,889;-0,392;-0,6405
-0,976;-0,736;-0,856
-1,011;-0,681;-0,846
-1,003;-0,949;-0,976
-1,002;-1,08;-1,041
-1,043;-0,902;-0,9725
-1,187;-1,501;-1,344
-1,416;-1,937;-1,6765
-1,79;-1,945;-1,8675
-2,148;-1,861;-2,0045
-1,811;-1,674;-1,7425
-1,36;-1,123;-1,2415
-0,898;-0,62;-0,759
-0,137;-0,286;-0,2115
0;0;0
0;0;0
0;-0,161;-0,0805
-0,091;-0,051;-0,071
-0,468;-0,501;-0,4845
-0,702;-0,656;-0,679
-0,965;-0,585;-0,775
-0,865;-0,594;-0,7295
-0,619;-0,482;-0,5505
-0,438;-0,815;-0,6265
-0,576;-1,25;-0,913
-0,545;-1,069;-0,807
-0,61;-0,93;-0,77
-0,728;-1,016;-0,872
-0,879;-0,938;-0,9085
-0,781;-0,764;-0,7725
-0,937;-1,199;-1,068
-0,871;-1,779;-1,325
-1,492;-1,811;-1,6515
-1,566;-1,819;-1,6925
-1,43;-1,566;-1,498
-1,077;-1,433;-1,255
-1,193;-1,418;-1,3055
-1,307;-1,535;-1,421
-1,022;-1,177;-1,0995
-0,636;-0,917;-0,7765
-0,664;-0,972;-0,818
-0,603;-0,951;-0,777
-0,534;-0,573;-0,5535
-0,517;-0,328;-0,4225
-0,466;-0,408;-0,437
-0,532;-0,821;-0,6765
-0,447;-0,624;-0,5355
-0,252;-0,805;-0,5285
-0,205;-0,559;-0,382
-0,395;-0,686;-0,5405
-0,411;-0,426;-0,4185
-0,059;-0,017;-0,038
-0,142;0;-0,071
-0,232;-0,309;-0,2705
-0,353;-0,343;-0,348
-0,142;-0,238;-0,19
0;-0,367;-0,1835
-0,296;-0,287;-0,2915
-0,557;-0,298;-0,4275
-0,49;-0,211;-0,3505
-0,323;-0,394;-0,3585
-0,063;-0,478;-0,2705
-0,54;-0,553;-0,5465
-0,419;-0,16;-0,2895
-0,074;-0,116;-0,095
0;0;0
-0,179;-0,134;-0,1565
-0,083;-0,118;-0,1005
-0,063;-0,31;-0,1865
-0,445;-0,312;-0,3785
-0,141;-0,265;-0,203
-0,025;-0,111;-0,068
0;-0,507;-0,2535
-0,102;-0,512;-0,307
-0,282;-0,867;-0,5745
-0,295;-0,759;-0,527
-0,435;-0,885;-0,66
-0,398;-0,897;-0,6475
-0,626;-0,656;-0,641
-0,287;-0,452;-0,3695
-0,364;-0,325;-0,3445
-0,488;-0,108;-0,298
-0,193;-0,007;-0,1
-0,197;0;-0,0985
-0,281;-0,124;-0,2025
-0,349;0;-0,1745
-0,117;-0,002;-0,0595
0;0;0
-0,271;-0,538;-0,4045
-0,509;-0,57;-0,5395
-0,576;-0,804;-0,69
-0,623;-0,609;-0,616
-0,616;-0,654;-0,635
-0,663;-0,467;-0,565
-0,634;-0,514;-0,574
-0,816;-0,775;-0,7955
-1,004;-0,872;-0,938
-1,361;-1,179;-1,27
-1,427;-1,368;-1,3975
-1,441;-1,271;-1,356
-1,379;-1,157;-1,268
-1,093;-0,96;-1,0265
-1,023;-0,451;-0,737
-0,855;-0,239;-0,547
-0,587;-0,367;-0,477
-0,48;-0,383;-0,4315
-0,741;-0,306;-0,5235
-0,664;-0,301;-0,4825
-0,649;-0,277;-0,463
-0,654;-0,463;-0,5585
-0,847;-0,385;-0,616
-0,565;-0,156;-0,3605
-0,362;-0,193;-0,2775
-0,41;-0,233;-0,3215
-0,381;-0,134;-0,2575
-0,354;-0,336;-0,345
-0,381;-0,308;-0,3445
-0,222;-0,247;-0,2345
-0,186;-0,2;-0,193
-0,165;0;-0,0825
0;-0,043;-0,0215
-0,041;0;-0,0205
-0,257;-0,131;-0,194
-0,058;-0,069;-0,0635
0;-0,296;-0,148
-0,133;-0,249;-0,191
-0,101;-0,078;-0,0895
-0,069;-0,282;-0,1755
0;-0,053;-0,0265
-0,074;-0,102;-0,088
-0,452;-0,521;-0,4865
-0,652;-0,687;-0,6695
-0,819;-1,004;-0,9115
-0,718;-0,82;-0,769
-0,739;-0,532;-0,6355
-0,774;-0,345;-0,5595
-0,731;-0,137;-0,434
-0,507;-0,137;-0,322
-0,506;0;-0,253
-0,293;-0,059;-0,176
-0,253;-0,188;-0,2205
-0,386;-0,278;-0,332
-0,235;-0,394;-0,3145
-0,448;-0,415;-0,4315
-0,638;-0,475;-0,5565
-0,703;-0,375;-0,539
-1,031;-0,389;-0,71
-1,055;-0,772;-0,9135
-0,995;-0,633;-0,814
-0,854;-0,9;-0,877
-0,706;-0,894;-0,8
-1,046;-0,949;-0,9975
-0,868;-0,909;-0,8885
-1,014;-1,061;-1,0375
-0,988;-0,832;-0,91
-0,665;-0,736;-0,7005
-0,334;-0,661;-0,4975
-0,4;-0,734;-0,567
-0,95;-0,943;-0,9465
-1,12;-1,15;-1,135
-0,995;-0,663;-0,829
-0,74;-0,396;-0,568
-0,631;-0,751;-0,691
-0,49;-0,556;-0,523
-0,397;-0,19;-0,2935
-0,275;-0,282;-0,2785
-0,071;-0,182;-0,1265
-0,05;0;-0,025
0;-0,009;-0,0045
-0,267;-0,184;-0,2255
-0,362;-0,302;-0,332
-0,315;-0,132;-0,2235
-0,424;-0,256;-0,34
-0,118;-0,59;-0,354
-0,21;-0,494;-0,352
-0,254;-0,544;-0,399
-0,334;-0,783;-0,5585
-0,575;-0,513;-0,544
-0,312;-0,616;-0,464
-0,034;-0,179;-0,1065
-0,234;0;-0,117
-0,176;-0,287;-0,2315
-0,368;-0,66;-0,514
-0,479;-0,566;-0,5225
-0,385;-0,414;-0,3995
-0,08;-0,318;-0,199
0;-0,277;-0,1385
-0,122;-0,582;-0,352
-0,479;-0,858;-0,6685
-0,786;-0,779;-0,7825
-0,572;-0,695;-0,6335
-0,524;-0,482;-0,503
-0,514;-0,678;-0,596
-0,885;-0,996;-0,9405
-0,784;-1,13;-0,957
-0,727;-1,037;-0,882
-0,719;-1,29;-1,0045
-0,662;-1,22;-0,941
-0,598;-1,016;-0,807
-0,657;-0,892;-0,7745
-0,807;-1,147;-0,977
-0,651;-1,006;-0,8285
-0,737;-1,147;-0,942
-0,85;-1,475;-1,1625
-0,918;-1,334;-1,126
-0,959;-1,145;-1,052
-0,998;-0,853;-0,9255
-1,056;-0,91;-0,983
-0,79;-0,932;-0,861
-0,595;-0,689;-0,642
-0,425;-0,743;-0,584
-0,319;-0,431;-0,375
-0,31;-0,349;-0,3295
-0,059;-0,026;-0,0425
-0,26;0;-0,13
-0,373;-0,098;-0,2355
-0,528;-0,147;-0,3375
-0,639;-0,241;-0,44
-0,782;-0,346;-0,564
-0,731;-0,282;-0,5065
-0,692;-0,049;-0,3705
-0,555;-0,301;-0,428
-0,485;-0,508;-0,4965
-0,412;-0,565;-0,4885
-0,37;-0,503;-0,4365
-0,441;-0,571;-0,506
-0,446;-0,623;-0,5345
-0,439;-0,556;-0,4975
-0,611;-0,777;-0,694
-0,409;-0,732;-0,5705
-0,559;-0,796;-0,6775
-0,529;-0,772;-0,6505
-0,361;-0,613;-0,487
-0,347;-0,52;-0,4335
-0,646;-0,421;-0,5335
-0,415;-0,316;-0,3655
-0,251;-0,15;-0,2005
-0,173;-0,17;-0,1715
0;-0,165;-0,0825
-0,031;0;-0,0155
0;-0,023;-0,0115
-0,041;0;-0,0205
-0,039;-0,138;-0,0885
-0,255;-0,138;-0,1965
-0,037;-0,201;-0,119
-0,18;-0,24;-0,21
0;-0,204;-0,102
-0,2;-0,2;-0,2
-0,254;-0,197;-0,2255
-0,221;-0,003;-0,112
-0,007;-0,101;-0,054
-0,128;-0,11;-0,119
-0,031;0;-0,0155
0;-0,064;-0,032
-0,032;-0,324;-0,178
-0,348;-0,77;-0,559
-0,493;-0,686;-0,5895
-0,271;-0,359;-0,315
-0,441;-0,416;-0,4285
-0,448;-0,422;-0,435
-0,73;-0,331;-0,5305
-0,636;-0,299;-0,4675
-0,802;-0,284;-0,543
-0,826;-0,1;-0,463
-0,829;-0,137;-0,483
-0,86;-0,149;-0,5045
-0,769;-0,357;-0,563
-0,663;-0,368;-0,5155
-0,798;-0,574;-0,686
-0,858;-0,634;-0,746
-0,742;-0,731;-0,7365
-0,52;-0,686;-0,603
-0,281;-0,366;-0,3235
-0,322;-0,345;-0,3335
-0,227;-0,257;-0,242
0;-0,188;-0,094
-0,046;-0,292;-0,169
-0,364;-0,383;-0,3735
-0,278;-0,387;-0,3325
-0,806;-0,507;-0,6565
-0,656;-0,619;-0,6375
